Query	Subject	pident	length	mismatch	gaopen	qstart	qend	sstart	send	evalue	bitscore
Tc06v2_t003290.1	SVVG-5858	82.992	635	102	2	1	632	1	632	1.2E-162	569
Tc06v2_t003290.2	SVVG-5858	82.992	635	102	2	1	632	1	632	1.2E-162	569
Tc06v2_t003370.5	OLXF_grafted_with_ATFX-6216	93.059	389	27	0	495	883	510	898	9.91E-163	569
Tc06v2_t003290.3	SVVG-5858	82.992	635	102	2	1	632	1	632	1.2E-162	569
Tc03v2_t019120.1	OLXF-5968	89.278	457	44	4	112	564	1	456	2.1E-162	568
Tc02v2_t013190.1	ZSAB-5941	90.974	421	38	0	43	463	1	421	1.72E-162	568
Tc03v2_t000270.3	VFFP-6792	81.127	710	130	4	147	854	3	710	1.16E-161	566
Tc02v2_t019040.2	AJFN-5426	81.586	706	110	15	445	1143	370	1062	2.93E-161	566
Tc02v2_t019040.1	AJFN-5426	81.586	706	110	15	823	1521	370	1062	3.45E-161	566
Tc09v2_t020200.1	WYIG-6483	92.04	402	32	0	523	924	1	402	1.39E-161	566
Tc09v2_t020200.2	WYIG-6483	92.04	402	32	0	523	924	1	402	1.3E-161	566
Tc09v2_t020200.3	WYIG-6483	92.04	402	32	0	523	924	1	402	1.34E-161	566
Tc06v2_t001530.3	WYIG-6797	89.709	447	40	2	447	887	216	662	1.46E-161	566
Tc09v2_t013320.5	NUZN-6406	83.811	593	96	0	337	929	1	593	5.4E-161	564
Tc09v2_t013320.3	NUZN-6406	83.811	593	96	0	337	929	1	593	5.06E-161	564
Tc07v2_t006820.1	RZTJ-6128	82.127	677	101	18	288	954	60	726	1.67E-160	562
Tc02v2_t024400.7	WVEF-5702	84.348	575	88	2	483	1056	195	768	1.86E-160	562
Tc09v2_t017440.3	BHYC-6978	78.662	867	170	12	230	1087	14	874	1.97E-160	562
Tc01v2_t018950.1	WYIG_grafted_with_HLJG-6004	85.794	535	71	3	415	948	4	534	1.67E-160	562
Tc04v2_t011880.1	HWUP-6016	79.208	808	166	2	228	1034	36	842	1.14E-159	560
Tc02v2_t003370.1	OLXF-6875	91.241	411	36	0	703	1113	1	411	8.71E-160	560
Tc03v2_t019240.1	OLXF_grafted_with_VYGG-7361	85.326	552	68	5	120	660	3	552	1.48E-159	558
Tc04v2_t006900.3	UZWG-5921	81.872	673	113	6	1822	2491	1588	2254	8.39E-159	558
Tc04v2_t021120.1	DXQW-6412	83.306	605	99	2	213	816	3	606	6.69E-159	556
Tc09v2_t007930.3	NUZN-6958	84.425	565	88	0	340	904	1	565	8.19E-159	556
Tc08v2_t009990.4	WYIG_grafted_with_LWDA-4889	92.327	391	30	0	505	895	1	391	9.39E-159	556
Tc07v2_t006300.1	WVEF-6378	82.154	650	113	3	703	1349	1	650	4.04E-158	555
Tc07v2_t006300.2	WVEF-6378	82.154	650	113	3	538	1184	1	650	3.55E-158	555
Tc07v2_t006000.1	BIDT-6968	79.974	759	146	6	271	1026	1	756	3.06E-158	555
Tc02v2_t008790.1	OLXF-5870	89.318	440	35	4	56	495	2	429	2.11E-158	555
Tc09v2_t017440.3	HAEU-6978	83.062	614	101	1	473	1086	5	615	3.29E-158	555
Tc09v2_t017440.3	BERS-6978	78.698	845	171	8	244	1082	31	872	3.29E-158	555
Tc09v2_t013320.4	NUZN-6406	83.557	596	95	1	337	932	1	593	3.26E-158	555
Tc09v2_t008030.1	OLXF_grafted_with_HAEU-5430	87.5	480	60	0	109	588	1	480	2.62E-158	555
Tc06v2_t003370.4	WYIG_grafted_with_PAZJ-6216	85.397	541	72	5	316	849	1	541	3.19E-158	555
Tc06v2_t005330.1	Prupe-v1.0-5772	83.142	611	100	1	193	800	1	611	2.36E-158	555
Tc03v2_t021440.3	OLXF_grafted_with_NUZN-5428	88.987	454	38	4	79	532	1	442	9.53E-158	553
Tc03v2_t021440.4	OLXF_grafted_with_NUZN-5428	88.987	454	38	4	79	532	1	442	9.53E-158	553
Tc03v2_t021440.2	OLXF_grafted_with_NUZN-5428	88.987	454	38	4	79	532	1	442	9.53E-158	553
Tc02v2_t025050.1	TIUZ-6492	85.472	530	77	0	249	778	15	544	8.2E-158	553
Tc05v2_t004850.1	BCAA-6667	83.877	583	91	2	731	1310	11	593	1.61E-157	553
Tc03v2_t000020.2	OLXF_grafted_with_BCAA-6565	87.371	483	58	2	103	582	1	483	2.57E-157	551
Tc03v2_t000020.1	OLXF_grafted_with_BCAA-6565	87.371	483	58	2	103	582	1	483	2.57E-157	551
Tc02v2_t016310.1	LWDA-6636	82.643	628	103	5	247	871	1	625	3.39E-157	551
Tc09v2_t023600.1	ZPKK-6909	85.448	536	69	3	301	827	16	551	3.16E-157	551
Tc09v2_t023600.2	ZPKK-6909	85.448	536	69	3	301	827	16	551	3.16E-157	551
Tc01v2_t020320.1	SVVG-6420	82.588	626	107	2	466	1090	1	625	4.34E-157	551
Tc01v2_t022000.2	XNLP-6376	83.037	619	93	2	82	688	16	634	2.68E-157	551
Tc03v2_t009380.1	ZSAB_grafted_with_LVUS-5716	79.65	801	134	19	997	1789	220	999	4.12E-156	549
Tc03v2_t000270.2	VFFP-6792	81.042	691	127	4	147	835	3	691	4.54E-156	547
Tc09v2_t003450.1	NGRR-6303	83.701	589	87	6	294	873	51	639	4.49E-156	547
Tc09v2_t015350.1	SXML-6404	83.793	580	90	4	1	578	1	578	4.28E-156	547
Tc07v2_t006820.1	HAEU-6128	81.579	684	105	20	284	954	78	753	1.69E-155	545
Tc02v2_t013190.1	OLXF-5941	90.024	421	42	0	43	463	1	421	8.04E-156	545
Tc01v2_t028600.1	WYIG_grafted_with_SVVG-5919	89.066	439	48	0	308	746	14	452	1.32E-155	545
Tc04v2_t004150.1	HAEU-6641	83.951	567	91	0	256	822	1	567	5.23E-155	544
Tc04v2_t018260.2	HAEU-4796	82.016	645	110	2	442	1086	16	654	7.02E-155	544
Tc04v2_t018260.1	HAEU-4796	82.016	645	110	2	460	1104	16	654	7.14E-155	544
Tc01v2_t026590.2	HDWF-5634	85.178	533	75	4	190	720	136	666	8.62E-155	544
Tc01v2_t026590.1	HDWF-5634	85.178	533	75	4	190	720	136	666	8.62E-155	544
Tc01v2_t010080.1	OLXF-5936	91.795	390	32	0	148	537	1	390	6.08E-155	544
Tc06v2_t003370.4	PAZJ-6216	85.028	541	74	5	316	849	1	541	6.91E-155	544
Tc10v2_t009950.1	WYIG-6649	92.188	384	30	0	1	384	1	384	2.4E-155	544
Tc10v2_t009950.3	WYIG-6649	92.188	384	30	0	1	384	1	384	2.4E-155	544
Tc10v2_t009950.2	WYIG-6649	92.188	384	30	0	1	384	1	384	2.4E-155	544
Tc05v2_t024610.1	WYIG_grafted_with_TIUZ-5299	84.771	545	79	4	61	603	37	579	7.51E-155	544
Tc02v2_t015670.1	ZINQ-5335	77.978	890	178	11	1	887	1	875	3.11E-154	542
Tc09v2_t004470.1	WWKL-6454	89.016	437	48	0	175	611	1	437	1.38E-154	542
Tc05v2_t009470.1	ZSAB_grafted_with_TIUZ-6114	84.587	545	84	0	272	816	23	567	1.86E-154	542
Tc01v2_t002270.1	TVSH-4471	81.241	677	120	6	547	1221	49	720	1.34E-153	540
Tc03v2_t010560.1	UZWG-5644	81.599	663	110	11	565	1221	1	657	3.76E-153	538
Tc04v2_t003200.1	ZSAB_grafted_with_QIKZ-7577	88.222	450	53	0	70	519	1	450	2.25E-153	538
Tc01v2_t002270.1	NGRR-4471	85.659	516	68	3	709	1221	1	513	4.83E-153	538
Tc10v2_t006750.1	TJLC-5168	88.514	444	51	0	1	444	1	444	2.54E-153	538
Tc10v2_t006750.2	TJLC-5168	88.514	444	51	0	1	444	1	444	2.54E-153	538
Tc05v2_t003410.1	WYIG-5357	94.54	348	19	0	73	420	1	348	1.22E-153	538
Tc03v2_t016780.1	QUTB-4691	85.771	506	72	0	169	674	1	506	7.54E-153	536
Tc04v2_t000670.1	PTLU-7141	81.176	680	117	10	201	872	7	683	9.37E-153	536
Tc02v2_t019040.2	TJLC-5426	85.885	503	71	0	1282	1784	988	1490	2.3E-152	536
Tc02v2_t019040.1	TJLC-5426	85.885	503	71	0	1660	2162	988	1490	2.7E-152	536
Tc09v2_t007930.1	THHD-6958	86.749	483	63	1	118	599	12	494	9.76E-153	536
Tc01v2_t033100.3	OLXF-5536	92.513	374	28	0	79	452	1	374	6.76E-153	536
Tc01v2_t033100.2	OLXF-5536	92.513	374	28	0	196	569	1	374	8.03E-153	536
Tc01v2_t033100.1	OLXF-5536	92.513	374	28	0	196	569	1	374	7.67E-153	536
Tc06v2_t003370.5	WYIG_grafted_with_PAZJ-6216	92.513	374	28	0	510	883	393	766	1.01E-152	536
Tc09v2_t003450.1	VYGG-6303	85.996	507	61	4	403	899	1	507	3.5E-152	534
Tc01v2_t023080.1	YKQR-6298	85.057	522	78	0	1	522	1	522	7.06E-152	532
Tc03v2_t000350.3	WYIG-6531	90.347	404	39	0	298	701	1	404	3.65E-151	531
Tc03v2_t021440.1	OLXF_grafted_with_NUZN-5428	89.623	424	32	4	1	424	31	442	3.92E-151	531
Tc03v2_t000350.1	WYIG-6531	90.347	404	39	0	298	701	1	404	3.65E-151	531
Tc03v2_t000350.2	WYIG-6531	90.347	404	39	0	298	701	1	404	3.65E-151	531
Tc09v2_t021590.2	IZNU-5913	78.436	844	161	14	406	1237	4	838	6.25E-151	531
Tc09v2_t021590.4	IZNU-5913	78.436	844	161	14	406	1237	4	838	6.25E-151	531
Tc09v2_t021590.1	IZNU-5913	78.436	844	161	14	406	1237	4	838	6.25E-151	531
Tc09v2_t021590.3	IZNU-5913	78.436	844	161	14	406	1237	4	838	6.25E-151	531
Tc05v2_t004850.2	Arath-6667	78.014	846	184	2	739	1583	61	905	7.95E-151	531
Tc04v2_t022960.1	WCOR-5670	76.36	1011	223	15	640	1642	538	1540	3.02E-150	529
Tc02v2_t017690.1	ZSAB_grafted_with_VVPY-6639	85.38	513	71	2	496	1008	217	725	1.93E-150	529
Tc04v2_t003090.1	HBHB-6150	84.866	522	79	0	238	759	1	522	6.01E-150	527
Tc02v2_t017690.1	VYGG-6639	86.709	474	63	0	541	1014	37	510	6.93E-150	527
Tc08v2_t009430.1	OLXF_grafted_with_UZWG-6363	85.915	497	67	1	538	1031	1	497	1.09E-149	527
Tc01v2_t033100.3	WYIG-5536	92.204	372	29	0	82	453	1	372	4.07E-150	527
Tc01v2_t033100.2	WYIG-5536	92.204	372	29	0	199	570	1	372	4.83E-150	527
Tc01v2_t010170.1	YKQR-7029	87.364	459	58	0	439	897	1	459	5.74E-150	527
Tc01v2_t033100.1	WYIG-5536	92.204	372	29	0	199	570	1	372	4.62E-150	527
Tc05v2_t003410.1	OLXF-5357	93.966	348	21	0	73	420	1	348	2.65E-150	527
Tc02v2_t008790.2	MAQO-5870	80.463	691	131	4	55	743	1	689	1.73E-149	525
Tc09v2_t025370.1	VVPY-5188	83.659	563	86	6	1	560	1	560	2.66E-149	525
Tc09v2_t028610.2	WVEF-6570	82.5	600	103	2	76	674	22	620	1.59E-149	525
Tc09v2_t028610.1	WVEF-6570	82.5	600	103	2	214	812	22	620	1.91E-149	525
Tc06v2_t007130.1	WYIG-5990	89.663	416	37	2	1	410	1	416	9.25E-150	525
Tc06v2_t007130.3	WYIG-5990	89.663	416	37	2	1	410	1	416	9.25E-150	525
Tc06v2_t007130.2	WYIG-5990	89.663	416	37	2	1	410	1	416	9.25E-150	525
Tc10v2_t005720.1	DVXD-5427	78.961	770	162	0	490	1259	43	812	3.01E-149	525
Tc10v2_t005720.2	DVXD-5427	78.961	770	162	0	487	1256	43	812	3E-149	525
Tc10v2_t005230.1	CKKR-5926	86.214	486	65	2	484	968	1	485	2.24E-149	525
Tc05v2_t007700.2	WYIG-5421	91.777	377	31	0	205	581	1	377	3.61E-149	525
Tc05v2_t007700.1	WYIG-5421	91.777	377	31	0	205	581	1	377	3.61E-149	525
Tc04v2_t003090.1	WYIG_grafted_with_HBHB-6150	84.86	535	64	9	238	759	1	531	7.77E-149	523
Tc02v2_t022020.1	Ambtr-6026	78.715	794	161	8	202	991	13	802	8.26E-149	523
Tc01v2_t023230.1	Vitvi-Genoscope.12X-5933	81.448	663	102	4	520	1161	4	666	9.78E-149	523
Tc05v2_t014220.1	WYIG_grafted_with_THHD-6175	85.801	493	70	0	10	502	1	493	1.43E-148	523
Tc05v2_t014220.1	THHD-6175	85.801	493	70	0	10	502	1	493	1.43E-148	523
Tc01v2_t026780.2	OLXF-5104	88.276	435	51	0	169	603	1	435	1.98E-148	521
Tc06v2_t005360.1	UMUL-5791	80.684	673	128	2	315	986	9	680	3.03E-148	521
Tc06v2_t005360.3	UMUL-5791	80.684	673	128	2	297	968	9	680	2.98E-148	521
Tc03v2_t001080.1	QUTB-6782	86.853	464	61	0	46	509	7	470	6.35E-148	520
Tc04v2_t024140.1	UMUL-5343	80.113	709	132	8	40	742	25	730	8.02E-148	520
Tc04v2_t011880.1	Orysa-6016	81.476	637	114	4	265	899	46	680	1.94E-147	520
Tc02v2_t024400.6	FYTP-5702	86.825	463	59	2	477	938	198	659	1.65E-146	516
Tc02v2_t024400.1	FYTP-5702	86.825	463	59	2	414	875	198	659	1.56E-146	516
Tc02v2_t024400.8	FYTP-5702	86.825	463	59	2	483	944	198	659	1.66E-146	516
Tc02v2_t024400.5	FYTP-5702	86.825	463	59	2	483	944	198	659	1.66E-146	516
Tc02v2_t024400.11	FYTP-5702	86.825	463	59	2	483	944	198	659	1.66E-146	516
Tc02v2_t024400.9	FYTP-5702	86.825	463	59	2	483	944	198	659	1.66E-146	516
Tc02v2_t024400.3	FYTP-5702	86.825	463	59	2	483	944	198	659	1.66E-146	516
Tc02v2_t024400.4	FYTP-5702	86.825	463	59	2	477	938	198	659	1.65E-146	516
Tc02v2_t024400.2	FYTP-5702	86.825	463	59	2	477	938	198	659	1.65E-146	516
Tc02v2_t024400.10	FYTP-5702	86.825	463	59	2	483	944	198	659	1.66E-146	516
Tc06v2_t003370.1	WYIG_grafted_with_PAZJ-6216	83.871	558	73	9	316	873	1	541	1.54E-146	516
Tc04v2_t021120.1	ZSSR-6412	82.353	595	101	3	223	815	13	605	4.08E-146	514
Tc06v2_t004750.1	EDXZ-6405	77.165	924	186	20	82	991	1	913	8.45E-146	514
Tc06v2_t004750.2	EDXZ-6405	77.165	924	186	20	82	991	1	913	8.51E-146	514
Tc05v2_t008970.1	Ambtr-5945	78.861	790	145	20	1	779	1	779	3.87E-146	514
Tc02v2_t024400.7	UMUL-5702	82.783	575	97	2	483	1056	198	771	1.9E-145	512
Tc08v2_t014580.1	EDXZ-5273	76.502	949	217	5	879	1824	642	1587	3.31E-145	512
Tc08v2_t014580.2	EDXZ-5273	76.502	949	217	5	879	1824	642	1587	3.31E-145	512
Tc03v2_t000350.3	OLXF_grafted_with_NUZN-6531	89.383	405	43	0	301	705	4	408	4.75E-145	510
Tc03v2_t000350.1	OLXF_grafted_with_NUZN-6531	89.383	405	43	0	301	705	4	408	4.75E-145	510
Tc03v2_t000350.2	OLXF_grafted_with_NUZN-6531	89.383	405	43	0	301	705	4	408	4.75E-145	510
Tc04v2_t000990.4	FYTP-5271	82.753	574	97	2	253	825	22	594	5.36E-145	510
Tc04v2_t000990.1	FYTP-5271	82.753	574	97	2	253	825	22	594	5.36E-145	510
Tc04v2_t000990.3	FYTP-5271	82.753	574	97	2	253	825	22	594	5.36E-145	510
Tc04v2_t000990.5	FYTP-5271	82.753	574	97	2	253	825	22	594	5.36E-145	510
Tc04v2_t004910.2	Arath-4954	76.171	982	226	8	553	1530	40	1017	1.01E-144	510
Tc04v2_t000990.2	FYTP-5271	82.753	574	97	2	253	825	22	594	5.36E-145	510
Tc09v2_t025370.1	YKQR-5188	83.422	561	81	8	1	559	1	551	7.46E-145	510
Tc08v2_t016820.1	WYIG-6274	89.189	407	44	0	440	846	185	591	2.01E-144	508
Tc07v2_t002100.1	EILE-6954	80.386	673	127	3	190	858	1	672	7.63E-144	507
Tc04v2_t013710.2	CWZU-6506	84.97	499	75	0	166	664	10	508	5.56E-144	507
Tc09v2_t004470.1	UMUL-6454	81.94	598	108	0	12	609	12	609	5.05E-144	507
Tc01v2_t023770.1	ZSAB_grafted_with_FYTP-6432	88.084	428	50	1	254	681	44	470	5.69E-144	507
Tc02v2_t030010.1	ZSAB-7067	89.646	396	41	0	55	450	1	396	1.98E-143	505
Tc06v2_t009780.2	Theca-v1.1-6430	100	273	0	0	10	282	1	273	8.09E-144	505
Tc06v2_t009780.1	Theca-v1.1-6430	100	273	0	0	10	282	1	273	8.09E-144	505
Tc06v2_t003370.1	PAZJ-6216	83.513	558	75	9	316	873	1	541	3.33E-143	505
Tc05v2_t007700.2	FYSJ-5421	76.742	933	199	15	622	1548	382	1302	4.71E-143	505
Tc05v2_t007700.1	FYSJ-5421	76.742	933	199	15	622	1548	382	1302	4.71E-143	505
Tc02v2_t019040.2	WYIG_grafted_with_HAEU-5426	84.752	505	73	4	1282	1784	1165	1667	2.33E-142	503
Tc02v2_t019040.2	HAEU-5426	84.752	505	73	4	1282	1784	1072	1574	2.33E-142	503
Tc02v2_t019040.1	WYIG_grafted_with_HAEU-5426	84.752	505	73	4	1660	2162	1165	1667	2.74E-142	503
Tc02v2_t019040.1	HAEU-5426	84.752	505	73	4	1660	2162	1072	1574	2.74E-142	503
Tc02v2_t014080.1	WYIG-6270	89.62	395	39	2	147	540	12	405	2.11E-142	501
Tc08v2_t006130.1	Orysa-6450	76.008	992	224	13	398	1382	140	1124	6.13E-142	501
Tc03v2_t027140.1	TDTF-6226	81.21	628	110	7	706	1329	82	705	2.24E-141	499
Tc04v2_t015240.4	HKMQ-6387	78.086	794	170	4	258	1049	18	809	1.47E-141	499
Tc04v2_t015240.3	HKMQ-6387	78.086	794	170	4	258	1049	18	809	1.47E-141	499
Tc04v2_t015240.2	HKMQ-6387	78.086	794	170	4	258	1049	18	809	1.47E-141	499
Tc04v2_t015240.1	HKMQ-6387	78.086	794	170	4	183	974	18	809	1.36E-141	499
Tc02v2_t021130.1	TXMP-7174	79.577	710	135	8	1006	1710	718	1422	2.47E-141	499
Tc09v2_t020200.1	ZSAB-6483	89.848	394	32	5	523	915	1	387	1.43E-141	499
Tc09v2_t020200.2	ZSAB-6483	89.848	394	32	5	523	915	1	387	1.34E-141	499
Tc09v2_t020200.3	ZSAB-6483	89.848	394	32	5	523	915	1	387	1.37E-141	499
Tc01v2_t011690.1	HYZL-5463	86.937	444	58	0	79	522	1	444	9.3E-142	499
Tc05v2_t001760.1	Ambtr-6685	79.558	724	128	16	80	788	1	719	1.32E-141	499
Tc07v2_t002430.1	ICNN-5770	77.435	842	182	8	770	1607	335	1172	2.98E-140	496
Tc07v2_t008710.2	HXCD-5489	79.498	717	131	11	624	1329	60	771	2.56E-140	496
Tc04v2_t010850.1	HAEU-5513	81.711	596	107	2	303	897	15	609	1.83E-140	496
Tc08v2_t009990.5	OLXF_grafted_with_QTJY-4889	83.977	518	81	2	459	975	3	519	1.84E-140	496
Tc08v2_t009990.2	OLXF_grafted_with_QTJY-4889	83.977	518	81	2	459	975	3	519	2.03E-140	496
Tc08v2_t009990.3	OLXF_grafted_with_QTJY-4889	83.977	518	81	2	459	975	3	519	2.18E-140	496
Tc08v2_t010990.2	YUOM-5981	79.466	711	136	7	190	897	1	704	1.61E-140	496
Tc03v2_t004440.1	WYIG-6780	91.808	354	29	0	247	600	1	354	3.89E-140	494
Tc03v2_t009010.1	IRAF-6119	78.962	732	149	3	217	947	1	728	1.94E-139	494
Tc03v2_t025680.1	WWKL-5944	87.857	420	51	0	175	594	1	420	5.7E-140	494
Tc07v2_t010420.1	WAXR-5206	83.49	533	84	3	205	735	7	537	4.76E-140	494
Tc07v2_t008710.1	WWKL-5489	86.313	453	62	0	591	1043	216	668	7.61E-140	494
Tc04v2_t014020.2	BJKT-5131	78.261	782	160	9	367	1143	1	777	7.45E-140	494
Tc02v2_t017690.1	VVPY-6639	85.474	475	68	1	534	1008	9	482	7.03E-140	494
Tc10v2_t010380.1	OLXF-6550	90.212	378	37	0	277	654	1	378	4.21E-140	494
Tc05v2_t026690.1	HYZL-6198	87.075	441	51	2	157	591	1	441	3.89E-140	494
Tc04v2_t018900.1	VXKB-5318	81.681	595	106	3	225	818	7	599	1.91E-139	492
Tc09v2_t008590.1	TJLC-5596	85.9	461	65	0	2077	2537	973	1433	1.11E-138	492
Tc08v2_t009430.1	OLXF_grafted_with_UZWG-6363	88.321	411	46	2	1283	1692	809	1218	3.98E-139	492
Tc08v2_t007100.1	WYIG_grafted_with_TJLC-7325	89.61	385	40	0	31	415	25	409	5.42E-139	490
Tc06v2_t014570.1	SVVG-5220	81.897	580	105	0	185	764	5	584	6.45E-139	490
Tc02v2_t027450.1	WYIG-7336	86.184	456	58	2	74	524	1	456	1.56E-138	488
Tc02v2_t023830.1	OLXF-6407	88.586	403	44	2	148	549	1	402	1.69E-138	488
Tc01v2_t023770.1	OQHZ-6432	87.77	417	51	0	263	679	47	463	2.06E-138	488
Tc03v2_t016700.1	LFOG-6488	86.093	453	61	2	544	995	1	452	1.28E-137	486
Tc04v2_t024140.1	YKQR-5343	85.031	481	68	2	268	746	1	479	8.14E-138	486
Tc09v2_t017440.1	HAEU-6978	82.815	547	91	1	639	1185	72	615	1.33E-137	486
Tc09v2_t017440.4	HAEU-6978	82.815	547	91	1	402	948	72	615	1.07E-137	486
Tc08v2_t016820.5	Carpa-ASGPBv0.4-6274	85.232	474	68	2	320	792	5	477	8.8E-138	486
Tc08v2_t016820.2	Carpa-ASGPBv0.4-6274	85.232	474	68	2	512	984	5	477	1.09E-137	486
Tc08v2_t016820.6	Carpa-ASGPBv0.4-6274	85.232	474	68	2	320	792	5	477	8.8E-138	486
Tc08v2_t016820.3	Carpa-ASGPBv0.4-6274	85.232	474	68	2	500	972	5	477	1.08E-137	486
Tc08v2_t016820.4	Carpa-ASGPBv0.4-6274	85.232	474	68	2	512	984	5	477	1.09E-137	486
Tc04v2_t006900.3	AWJM-5921	79.97	669	125	7	1821	2486	375	1037	1.44E-136	484
Tc04v2_t013710.1	OLXF-6506	88.832	394	42	2	166	558	10	402	7.77E-137	483
Tc04v2_t012370.1	OLXF_grafted_with_QUTB-6864	92.56	336	25	0	286	621	1	336	9.02E-137	483
Tc09v2_t017440.2	HAEU-6978	82.752	545	91	1	578	1122	74	615	1.63E-136	483
Tc09v2_t008590.1	TJLC-5596	86.591	440	56	2	1488	1927	522	958	6.67E-136	483
Tc02v2_t025050.1	JGYZ-6492	83.114	533	84	6	247	776	13	542	3.93E-136	481
Tc03v2_t009380.1	OLXF_grafted_with_LVUS-5716	78.828	751	130	19	1047	1789	330	1059	5.48E-135	479
Tc07v2_t006820.1	RSPO-6128	79.857	700	104	30	232	920	79	752	6.24E-135	477
Tc04v2_t010030.3	CWZU-6384	84.426	488	72	4	313	798	7	492	7.1E-135	477
Tc04v2_t010030.2	CWZU-6384	84.426	488	72	4	313	798	7	492	7.1E-135	477
Tc02v2_t001560.2	TKEK-7331	82.772	534	92	0	227	760	17	550	6.78E-135	477
Tc02v2_t001560.3	TKEK-7331	82.772	534	92	0	227	760	17	550	7.34E-135	477
Tc09v2_t023010.1	OLXF-6447	87.745	408	50	0	148	555	1	408	3.7E-135	477
Tc06v2_t010430.2	BZDF-6544	76.017	959	209	20	564	1513	21	967	1.94E-134	477
Tc05v2_t005610.1	IHCQ-6282	85.498	462	62	3	208	666	6	465	4.36E-135	477
Tc05v2_t005760.1	ZSAB-5562	90.96	354	32	0	1	354	1	354	2.27E-135	477
Tc07v2_t003910.1	CPKP-7324	80.897	602	115	0	430	1031	1	602	2.43E-134	475
Tc09v2_t022060.1	VUSY-6946	85.193	466	65	4	8	471	5	468	1.1E-134	475
Tc08v2_t016820.1	ZSAB-6274	87.715	407	50	0	440	846	182	588	2.04E-134	475
Tc06v2_t011660.2	WCOR-6689	77.311	833	172	13	280	1108	37	856	2.63E-134	475
Tc06v2_t011660.3	WCOR-6689	77.311	833	172	13	280	1108	37	856	2.63E-134	475
Tc06v2_t003370.4	MRKX-6216	80.215	652	114	11	209	849	26	673	2.55E-134	475
Tc06v2_t014570.2	SVVG-5220	81.475	583	105	1	185	767	5	584	1.81E-134	475
Tc06v2_t011660.1	WCOR-6689	77.311	833	172	13	280	1108	37	856	2.63E-134	475
Tc04v2_t010030.4	CWZU-6384	84.362	486	72	4	313	796	7	490	7.48E-134	473
Tc01v2_t013630.1	OLXF_grafted_with_PPPZ-5422	79.939	658	121	11	366	1017	2	654	9.21E-134	473
Tc01v2_t013630.2	OLXF_grafted_with_PPPZ-5422	79.939	658	121	11	366	1017	2	654	9.14E-134	473
Tc02v2_t024400.6	WVEF-5702	84.632	475	71	2	477	950	195	668	3.63E-133	472
Tc02v2_t024400.1	WVEF-5702	84.632	475	71	2	414	887	195	668	3.44E-133	472
Tc02v2_t024400.8	WVEF-5702	84.632	475	71	2	483	956	195	668	3.65E-133	472
Tc02v2_t024400.5	WVEF-5702	84.632	475	71	2	483	956	195	668	3.65E-133	472
Tc02v2_t024400.11	WVEF-5702	84.632	475	71	2	483	956	195	668	3.65E-133	472
Tc02v2_t024400.9	WVEF-5702	84.632	475	71	2	483	956	195	668	3.65E-133	472
Tc02v2_t024400.3	WVEF-5702	84.632	475	71	2	483	956	195	668	3.65E-133	472
Tc02v2_t024400.4	WVEF-5702	84.632	475	71	2	477	950	195	668	3.63E-133	472
Tc02v2_t024400.2	WVEF-5702	84.632	475	71	2	477	950	195	668	3.63E-133	472
Tc02v2_t024400.10	WVEF-5702	84.632	475	71	2	483	956	195	668	3.65E-133	472
Tc04v2_t012370.1	VYGG-6864	86.62	426	55	2	193	617	1	425	7.02E-133	470
Tc02v2_t001560.2	EILE-7331	84.713	471	71	1	282	752	1	470	1.13E-132	470
Tc02v2_t001560.3	EILE-7331	84.713	471	71	1	282	752	1	470	1.23E-132	470
Tc04v2_t021240.1	WYIG-6746	89.459	370	39	0	36	405	15	384	1.9E-132	468
Tc02v2_t017030.1	HAEU-7273	86.588	425	56	1	352	776	1	424	4.08E-132	468
Tc09v2_t007330.1	WYIG-6528	89.84	374	23	1	217	590	1	359	2.32E-132	468
Tc07v2_t003890.1	OLXF-5744	90.196	357	35	0	160	516	1	357	7.18E-132	466
Tc09v2_t019380.1	Orysa-5922	75.726	964	215	17	907	1860	1	955	2.78E-131	466
Tc08v2_t008950.3	ZSAB_grafted_with_VUSY-6457	85.459	447	65	0	253	699	1	447	9.87E-132	466
Tc06v2_t012500.1	UMUL-6883	83.636	495	81	0	355	849	1	495	1.32E-131	466
Tc09v2_t028810.2	PEZP-6563	81.174	579	107	2	346	923	1	578	7.6E-131	464
Tc09v2_t028810.1	PEZP-6563	81.174	579	107	2	346	923	1	578	7.6E-131	464
Tc06v2_t005200.2	ZSAB-5531	86.811	417	53	2	131	546	8	423	2.75E-131	464
Tc06v2_t005200.3	ZSAB-5531	86.811	417	53	2	131	546	8	423	2.75E-131	464
Tc06v2_t005200.1	ZSAB-5531	86.811	417	53	2	131	546	8	423	2.75E-131	464
Tc05v2_t005610.1	FGDU-6282	84.967	459	67	2	212	669	14	471	3.39E-131	464
Tc02v2_t001560.1	TKEK-7331	82.397	534	91	2	227	757	17	550	2.05E-130	462
Tc01v2_t010170.1	OLXF-7029	85.969	449	42	4	16	464	1	428	1.64E-130	462
Tc02v2_t001560.2	XMVD-7331	82.846	513	88	0	239	751	29	541	6.83E-130	460
Tc02v2_t001560.3	XMVD-7331	82.846	513	88	0	239	751	29	541	7.4E-130	460
Tc05v2_t016050.1	MAQO-6779	78.663	703	142	6	232	930	1	699	6.14E-130	460
Tc05v2_t008600.1	QTJY-6914	78.15	746	147	14	520	1257	1	738	8.36E-130	460
