Query	Subject	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
OLXF_grafted_with_VUSY-6098	Tc03v2_t026690.1	91.438	619	52	1	1	618	15	633	0	848
NUZN-5974	Tc03v2_t026370.1	85.449	701	93	6	1	698	199	893	0	721
ZSAB-5974	Tc03v2_t026370.1	90.23	696	66	2	1	695	199	893	0	907
Theca-v1.1-7336	Tc02v2_t027450.1	100	456	0	0	1	456	70	525	0	843
WYIG-7336	Tc02v2_t027450.1	86.184	456	58	2	1	456	74	524	1.52E-137	488
NHUA-5950	Tc09v2_t001850.2	87.856	667	79	2	4	669	202	867	0	782
NHUA-5950	Tc09v2_t001850.1	87.221	673	78	4	4	669	202	873	0	760
ZSAB-5950	Tc09v2_t001850.2	88.671	662	73	2	8	669	208	867	0	806
ZSAB-5950	Tc09v2_t001850.1	88.024	668	72	5	8	669	208	873	0	784
WYIG-5936	Tc01v2_t010080.1	93.077	390	27	0	1	390	148	537	1.24E-162	571
OLXF-5936	Tc01v2_t010080.1	91.795	390	32	0	1	390	148	537	2.71E-154	544
OLXF-5744	Tc07v2_t003890.1	90.196	357	35	0	1	357	160	516	5.49E-131	466
WYIG-5744	Tc07v2_t003890.1	86.835	357	47	0	1	357	160	516	5.65E-111	399
WYIG-5918	Tc01v2_t012800.1	89.249	493	52	1	223	714	510	1002	1.07E-175	616
WYIG-5918	Tc01v2_t012800.2	89.249	493	52	1	223	714	510	1002	1.07E-175	616
HQRJ-5449	Tc07v2_t001300.1	83.349	1057	166	8	1	1052	217	1268	0	968
PSJT-5449	Tc07v2_t001300.1	80.36	555	101	5	497	1044	656	1209	6.24E-115	414
VUSY-5449	Tc07v2_t001300.1	82.805	1105	179	6	13	1110	154	1254	0	977
WYIG_grafted_with_SLYR-5449	Tc07v2_t001300.1	82.203	1062	172	13	2	1053	215	1269	0	898
ZSAB_grafted_with_HQRJ-5449	Tc07v2_t001300.1	84.106	1057	158	8	1	1052	217	1268	0	1013
OLXF_grafted_with_UPZX-5449	Tc07v2_t001300.1	81.674	1135	187	10	3	1122	144	1272	0	926
BZDF-6119	Tc03v2_t009010.1	74.978	2270	527	34	1	2251	217	2464	0	1007
IRAF-6119	Tc03v2_t009010.1	78.551	1035	209	12	1035	2061	1266	2295	0	669
IRAF-6119	Tc03v2_t009010.1	78.962	732	149	3	1	728	217	947	1.54E-138	494
PJSX-6119	Tc03v2_t009010.1	80.177	903	154	18	1	885	217	1112	0	652
Phavu-v1.0-6119	Tc03v2_t009010.1	76.161	2261	488	42	1	2228	217	2459	0	1142
THHD-6119	Tc03v2_t009010.1	83.526	1985	305	17	1	1971	217	2193	0	1834
XHKT-6119	Tc03v2_t009010.1	77.145	2284	466	37	1	2253	217	2475	0	1275
OLXF_grafted_with_THHD-6119	Tc03v2_t009010.1	83.933	2278	344	17	1	2264	217	2486	0	2159
INQX-6875	Tc02v2_t003370.1	82.812	384	58	7	25	402	726	1107	5.18E-92	337
OLXF-6875	Tc02v2_t003370.1	91.241	411	36	0	1	411	703	1113	2.85E-159	560
EDXZ-6462	Tc09v2_t023470.2	83.405	693	113	2	61	752	196	887	0	641
LYPZ-6462	Tc09v2_t023470.2	82.472	793	136	1	2	791	92	884	0	691
NUZN-6462	Tc09v2_t023470.2	88.75	800	90	0	1	800	91	890	0	979
NUZN-6462	Tc09v2_t023470.1	87.562	812	89	2	1	800	91	902	0	929
QAUE-6462	Tc09v2_t023470.2	84.826	804	109	9	1	796	91	889	0	797
QAUE-6462	Tc09v2_t023470.1	83.701	816	108	11	1	796	91	901	0	747
OLXF-4890	Tc02v2_t030090.1	89.207	593	64	0	1	593	1	593	0	741
OLXF-6713	Tc02v2_t001980.1	82.341	957	137	12	1	929	34	986	0	824
TVSH-6051	Tc07v2_t010820.1	81.054	892	155	12	1	885	571	1455	0	699
VYGG-6051	Tc07v2_t010820.1	81.769	927	163	6	4	927	550	1473	0	771
OLXF_grafted_with_VYGG-6051	Tc07v2_t010820.1	85.329	927	130	6	4	927	550	1473	0	953
NUZN-6483	Tc09v2_t020200.3	84.832	745	111	2	10	753	229	972	0	749
NUZN-6483	Tc09v2_t020200.1	85.079	697	104	0	10	706	229	925	0	712
NUZN-6483	Tc09v2_t020200.2	85.057	696	104	0	10	705	229	924	0	710
ZSAB-6483	Tc09v2_t020200.3	89.848	394	32	5	1	387	523	915	5.9E-141	499
ZSAB-6483	Tc09v2_t020200.2	89.848	394	32	5	1	387	523	915	5.9E-141	499
ZSAB-6483	Tc09v2_t020200.1	89.848	394	32	5	1	387	523	915	5.9E-141	499
WYIG-6483	Tc09v2_t020200.3	92.04	402	32	0	1	402	523	924	5.97E-161	566
WYIG-6483	Tc09v2_t020200.2	92.04	402	32	0	1	402	523	924	5.97E-161	566
WYIG-6483	Tc09v2_t020200.1	92.04	402	32	0	1	402	523	924	5.97E-161	566
Arath-6282	Tc05v2_t005610.1	81.222	442	79	4	1	440	202	641	5.99E-97	353
FGDU-6282	Tc05v2_t005610.1	84.967	459	67	2	14	471	212	669	2.65E-130	464
IHCQ-6282	Tc05v2_t005610.1	85.498	462	62	3	6	465	208	666	3.38E-134	477
NHAG-6282	Tc05v2_t005610.1	82.9	462	78	1	7	468	209	669	2.69E-115	414
ZSAB-6282	Tc05v2_t005610.1	91.202	466	41	0	5	470	206	671	0	634
ZSAB-6282	Tc05v2_t005610.2	91.011	267	24	0	5	271	206	472	3.58E-99	361
OLXF_grafted_with_HAEU-6559	Tc01v2_t006170.1	89.421	501	50	2	1	501	181	678	9.72E-180	628
ZSAB_grafted_with_HAEU-6559	Tc01v2_t006170.1	86.94	513	64	2	1	513	181	690	4.62E-163	573
THHD-6320	Tc06v2_t005470.1	86.77	839	107	4	484	1320	937	1773	0	931
VGHH-6320	Tc06v2_t005470.1	80.918	828	154	4	484	1309	937	1762	0	651
ZSAB_grafted_with_AEPI-6320	Tc06v2_t005470.1	89.275	345	37	0	3	347	309	653	2.16E-120	433
WYIG_grafted_with_THHD-6320	Tc06v2_t005470.1	89.43	842	81	6	480	1314	933	1773	0	1068
OLXF-6320	Tc06v2_t005470.1	87.942	763	92	0	528	1290	1011	1773	0	900
NUZN-7021	Tc06v2_t004370.1	82.353	476	80	4	7	480	394	867	5.33E-114	411
AXBO-4989	Tc01v2_t034410.1	82.519	675	98	10	1	656	316	989	1.67E-163	575
Arath-4989	Tc01v2_t034410.1	78.111	667	142	4	1	665	316	980	8.54E-117	420
RQZP-4989	Tc01v2_t034410.1	79.627	643	125	6	7	645	356	996	6.15E-128	457
XFFT-4989	Tc01v2_t034410.1	88.162	321	38	0	1	321	316	636	5.07E-106	383
WYIG-4989	Tc01v2_t034410.1	92.952	681	48	0	1	681	316	996	0	992
ZSAB_grafted_with_XFFT-4989	Tc01v2_t034410.1	92.212	321	25	0	1	321	316	636	1.06E-127	455
AEPI-5032	Tc03v2_t001070.1	78.683	638	130	4	275	909	959	1593	1.16E-116	420
BCAA-5032	Tc03v2_t001070.1	80.947	908	148	18	10	912	712	1599	0	695
CCID-5032	Tc03v2_t001070.1	81.91	691	121	4	210	898	906	1594	4.95E-165	580
WYIG-5032	Tc03v2_t001070.1	87.637	914	89	13	1	899	694	1598	0	1040
YUOM-5981	Tc08v2_t010990.1	80.83	892	162	9	1	887	190	1077	0	691
YUOM-5981	Tc08v2_t010990.2	79.494	712	134	9	1	704	190	897	1.81E-139	496
WYIG_grafted_with_YUOM-5981	Tc08v2_t010990.1	86.952	889	109	7	1	885	190	1075	0	994
WYIG_grafted_with_YUOM-5981	Tc08v2_t010990.2	86.056	710	91	5	1	704	190	897	0	756
ZSAB_grafted_with_YUOM-5981	Tc08v2_t010990.1	86.532	891	115	5	1	888	190	1078	0	976
ZSAB_grafted_with_YUOM-5981	Tc08v2_t010990.2	86.056	710	91	5	1	704	190	897	0	756
Ambtr-4992	Tc01v2_t024040.1	74.684	1663	396	19	58	1712	319	1964	0	715
KKDQ-4992	Tc01v2_t024040.1	83.343	1711	276	3	37	1747	298	1999	0	1572
QUTB-4992	Tc01v2_t024040.1	85.763	1749	238	4	1	1748	262	2000	0	1840
SLYR-4992	Tc01v2_t024040.1	81.264	1756	304	17	1	1748	262	2000	0	1397
VZCI-4992	Tc01v2_t024040.1	76.017	1622	372	15	1	1618	391	1999	0	824
ZSAB_grafted_with_KKDQ-4992	Tc01v2_t024040.1	85.84	1702	241	0	37	1738	298	1999	0	1808
OLXF_grafted_with_QUTB-4992	Tc01v2_t024040.1	87.004	1739	220	3	1	1733	262	2000	0	1991
WVEF-6570	Tc09v2_t028610.1	82.5	600	103	2	22	620	214	812	1.62E-148	525
WVEF-6570	Tc09v2_t028610.2	82.5	600	103	2	22	620	76	674	1.62E-148	525
ZSAB-6570	Tc09v2_t028610.1	88.095	630	75	0	1	630	193	822	0	749
ZSAB-6570	Tc09v2_t028610.2	88.095	630	75	0	1	630	55	684	0	749
OLXF-6570	Tc09v2_t028610.1	87.143	630	81	0	1	630	193	822	0	715
OLXF-6570	Tc09v2_t028610.2	87.143	630	81	0	1	630	55	684	0	715
Arath-6913	Tc02v2_t013560.2	82.006	967	170	4	4	968	268	1232	0	819
Arath-6913	Tc02v2_t013560.1	82.006	967	170	4	4	968	268	1232	0	819
DXQW-6913	Tc02v2_t013560.2	85.745	933	128	5	3	933	304	1233	0	981
DXQW-6913	Tc02v2_t013560.1	85.745	933	128	5	3	933	304	1233	0	981
VVPY-6913	Tc02v2_t013560.2	85.969	841	116	2	1	840	394	1233	0	898
VVPY-6913	Tc02v2_t013560.1	85.969	841	116	2	1	840	394	1233	0	898
WYIG-6913	Tc02v2_t013560.2	93.441	930	52	1	1	921	304	1233	0	1371
WYIG-6913	Tc02v2_t013560.1	93.441	930	52	1	1	921	304	1233	0	1371
OLXF_grafted_with_WYIG-6913	Tc02v2_t013560.2	93.985	931	54	2	1	930	304	1233	0	1408
OLXF_grafted_with_WYIG-6913	Tc02v2_t013560.1	93.985	931	54	2	1	930	304	1233	0	1408
OLXF-5968	Tc03v2_t019120.1	89.278	457	44	4	1	456	112	564	1.9E-161	568
ZSAB-6557	Tc06v2_t010750.1	90.523	306	29	0	1	306	292	597	1.08E-112	405
NHUA-6961	Tc01v2_t023200.1	83.295	868	137	4	7	867	241	1107	0	793
TOKV-6961	Tc01v2_t023200.1	79.507	893	173	10	7	894	220	1107	6.21E-179	627
WYIG-6961	Tc01v2_t023200.1	91.601	893	75	0	1	893	214	1106	0	1234
OLXF-6961	Tc01v2_t023200.1	89.586	893	93	0	1	893	214	1106	0	1134
ZSAB-6961	Tc01v2_t023200.1	90.157	894	88	0	1	894	214	1107	0	1164
HAEU-4796	Tc04v2_t018260.1	82.016	645	110	2	16	654	460	1104	4.65E-154	544
HAEU-4796	Tc04v2_t018260.2	82.016	645	110	2	16	654	442	1086	4.65E-154	544
QTJY-4796	Tc04v2_t018260.1	80.332	783	139	13	6	776	159	938	1.56E-164	579
QTJY-4796	Tc04v2_t018260.2	80.332	783	139	13	6	776	141	920	1.56E-164	579
WYIG_grafted_with_VUSY-4796	Tc04v2_t018260.1	82.334	951	144	7	1	927	154	1104	0	804
WYIG_grafted_with_VUSY-4796	Tc04v2_t018260.2	82.334	951	144	7	1	927	136	1086	0	804
OLXF-4796	Tc04v2_t018260.1	87.273	935	103	6	15	935	168	1100	0	1055
OLXF-4796	Tc04v2_t018260.2	87.273	935	103	6	15	935	150	1082	0	1055
VVPY-5188	Tc09v2_t025370.1	83.601	561	90	2	1	560	1	560	1.44E-148	525
XHKT-5188	Tc09v2_t025370.1	77.933	571	119	5	1	569	1	566	9.85E-96	350
YKQR-5188	Tc09v2_t025370.1	83.422	561	81	8	1	551	1	559	4.09E-144	510
ZSAB-5188	Tc09v2_t025370.1	91.102	708	63	0	1	708	1	708	0	959
LVUS-6538	Tc05v2_t010720.1	79.281	584	115	5	16	596	223	803	7.5E-112	403
WYIG-6538	Tc05v2_t010720.1	88.275	597	65	5	3	596	204	798	0	710
BCAA-6527	Tc02v2_t009570.1	85.603	1028	148	0	11	1038	299	1326	0	1079
BCAA-6527	Tc02v2_t009570.2	85.603	1028	148	0	11	1038	218	1245	0	1079
BHYC-6527	Tc02v2_t009570.1	81.096	1095	191	15	47	1133	230	1316	0	861
BHYC-6527	Tc02v2_t009570.2	81.096	1095	191	15	47	1133	149	1235	0	861
ZSSR-6527	Tc02v2_t009570.1	81.332	1291	233	8	22	1308	34	1320	0	1042
ZSSR-6527	Tc02v2_t009570.2	81.335	1243	224	8	70	1308	1	1239	0	1003
OLXF_grafted_with_AUGV-6969	Tc02v2_t000750.2	89.753	283	29	0	3	285	105	387	6.23E-100	363
OLXF_grafted_with_AUGV-6969	Tc02v2_t000750.4	89.753	283	29	0	3	285	90	372	6.23E-100	363
WYIG_grafted_with_AUGV-6969	Tc02v2_t000750.2	91.228	285	25	0	1	285	103	387	1.03E-107	388
WYIG_grafted_with_AUGV-6969	Tc02v2_t000750.4	91.228	285	25	0	1	285	88	372	1.03E-107	388
HLJG-5123	Tc03v2_t026750.1	83.401	741	114	8	23	759	249	984	0	678
NCVK-5123	Tc03v2_t026750.1	82.322	758	127	7	7	762	232	984	0	651
Theca-v1.1-5123	Tc03v2_t026750.1	100	755	0	0	1	755	226	980	0	1395
Theca-v1.1-5123	Tc03v2_t026760.1	99.412	510	3	0	814	1323	1	510	0	926
YKQR-5123	Tc03v2_t026750.1	84.252	762	117	2	1	762	226	984	0	739
OLXF_grafted_with_Theca-v1.1-5123	Tc03v2_t026750.1	94.04	755	45	0	1	755	226	980	0	1146
ZSAB_grafted_with_Theca-v1.1-5123	Tc03v2_t026750.1	100	358	0	0	330	687	621	978	0	662
ZSAB_grafted_with_Theca-v1.1-5123	Tc03v2_t026750.1	89.362	329	32	1	1	329	232	557	5.18E-114	411
PEZP-6563	Tc09v2_t028810.1	81.174	579	107	2	1	578	346	923	5.11E-130	464
PEZP-6563	Tc09v2_t028810.2	81.174	579	107	2	1	578	346	923	5.11E-130	464
ZSAB_grafted_with_NUZN-6563	Tc09v2_t028810.1	83.163	1176	180	11	1	1161	172	1344	0	1059
ZSAB_grafted_with_NUZN-6563	Tc09v2_t028810.2	83.163	1176	180	11	1	1161	172	1344	0	1059
HYZL-6036	Tc01v2_t018910.1	87.115	877	110	2	302	1175	347	1223	0	990
ZSAB_grafted_with_HYZL-6036	Tc01v2_t018910.1	88.962	1223	135	0	1	1223	1	1223	0	1511
NUZN-6552	Tc04v2_t003380.1	86.447	546	74	0	1	546	127	672	8.11E-171	599
PTLU-6552	Tc04v2_t003380.1	86.067	689	96	0	5	693	131	819	0	741
QUTB-6552	Tc04v2_t003380.1	84.526	685	106	0	4	688	130	814	0	678
WYIG_grafted_with_QUTB-6552	Tc04v2_t003380.1	87.031	586	74	2	103	687	229	813	0	660
Theca-v1.1-6886	Tc09v2_t021850.1	99.479	192	1	0	1	192	1	192	2.93E-96	350
NGRR-6447	Tc09v2_t023010.1	83.333	396	54	6	37	432	175	558	1.53E-97	355
VYGG-6447	Tc09v2_t023010.1	84.051	395	48	9	41	432	173	555	7.02E-101	366
OLXF-6447	Tc09v2_t023010.1	87.745	408	50	0	1	408	148	555	2.93E-134	477
LFOG-7628	Tc04v2_t025150.1	82.845	478	82	0	22	499	499	976	1.07E-119	429
OLXF-7628	Tc04v2_t025150.1	90.874	515	47	0	1	515	478	992	0	691
GBVZ-4806	Tc04v2_t010080.2	79.008	605	119	5	5	602	146	749	5.98E-113	407
GBVZ-4806	Tc04v2_t010080.1	79.008	605	119	5	5	602	167	770	5.98E-113	407
GBVZ-4806	Tc04v2_t010080.3	79.008	605	119	5	5	602	38	641	5.98E-113	407
HLJG-4806	Tc04v2_t010080.2	79.024	615	117	7	3	608	144	755	4.62E-114	411
HLJG-4806	Tc04v2_t010080.1	79.024	615	117	7	3	608	165	776	4.62E-114	411
HLJG-4806	Tc04v2_t010080.3	79.024	615	117	7	3	608	36	647	4.62E-114	411
QTJY-4806	Tc04v2_t010080.2	80.167	600	108	8	10	599	151	749	2.11E-122	438
QTJY-4806	Tc04v2_t010080.1	80.167	600	108	8	10	599	172	770	2.11E-122	438
QTJY-4806	Tc04v2_t010080.3	80.167	600	108	8	10	599	43	641	2.11E-122	438
RKLL-4806	Tc04v2_t010080.2	82.6	477	81	2	4	479	145	620	6.09E-117	420
RKLL-4806	Tc04v2_t010080.1	82.6	477	81	2	4	479	166	641	6.09E-117	420
RKLL-4806	Tc04v2_t010080.3	82.6	477	81	2	4	479	37	512	6.09E-117	420
OLXF-4806	Tc04v2_t010080.2	89.661	619	64	0	3	621	144	762	0	789
OLXF-4806	Tc04v2_t010080.1	89.661	619	64	0	3	621	165	783	0	789
OLXF-4806	Tc04v2_t010080.3	89.661	619	64	0	3	621	36	654	0	789
WYIG-4806	Tc04v2_t010080.2	90.701	613	57	0	3	615	150	762	0	817
WYIG-4806	Tc04v2_t010080.1	90.701	613	57	0	3	615	171	783	0	817
WYIG-4806	Tc04v2_t010080.3	90.701	613	57	0	3	615	42	654	0	817
Aquco-v1.1-5596	Tc09v2_t008590.1	80.266	451	81	6	973	1419	2077	2523	3.07E-90	333
QIKZ-5596	Tc09v2_t008590.1	84.301	465	73	0	976	1440	2077	2541	6.28E-127	455
TJLC-5596	Tc09v2_t008590.1	85.9	461	65	0	973	1433	2077	2537	3.83E-138	492
TJLC-5596	Tc09v2_t008590.1	86.591	440	56	2	522	958	1488	1927	2.3E-135	483
UMUL-5596	Tc09v2_t008590.1	82.579	442	69	7	16	453	1504	1941	2.12E-105	383
ZSAB_grafted_with_BHYC-5596	Tc09v2_t008590.1	92.43	753	57	0	1	753	259	1011	0	1075
NHUA-7029	Tc01v2_t010170.1	86.689	879	117	0	4	882	19	897	0	976
UMUL-7029	Tc01v2_t010170.1	81.421	802	147	2	1	801	94	894	0	654
YKQR-7029	Tc01v2_t010170.1	87.364	459	58	0	1	459	439	897	3.24E-149	527
OLXF-7029	Tc01v2_t010170.1	85.969	449	42	4	1	428	16	464	1.78E-129	462
DXQW-7013	Tc09v2_t012330.1	86.473	584	75	4	1	582	247	828	0	638
OLXF-7013	Tc09v2_t012330.1	91.489	564	43	5	15	574	261	823	0	771
ZSAB-7013	Tc09v2_t012330.1	89.456	588	62	0	1	588	241	828	0	743
WYIG-7013	Tc09v2_t012330.1	93.318	434	29	0	1	434	241	674	0	641
OLXF-5843	Tc08v2_t014320.4	87.675	357	44	0	1	357	211	567	5.81E-116	416
OLXF-5843	Tc08v2_t014320.1	87.675	357	44	0	1	357	211	567	5.81E-116	416
OLXF-5843	Tc08v2_t014320.5	87.675	357	44	0	1	357	211	567	5.81E-116	416
OLXF-5843	Tc08v2_t014320.8	87.675	357	44	0	1	357	211	567	5.81E-116	416
OLXF-5843	Tc08v2_t014320.6	87.675	357	44	0	1	357	211	567	5.81E-116	416
Arath-6883	Tc06v2_t012500.1	83.266	496	81	2	1	495	355	849	1.68E-127	455
NXTS-6883	Tc06v2_t012500.1	84.694	392	60	0	1	392	355	746	1.06E-108	392
SVVG-6883	Tc06v2_t012500.1	89.899	495	50	0	1	495	355	849	0	638
UMUL-6883	Tc06v2_t012500.1	83.636	495	81	0	1	495	355	849	7.77E-131	466
UZWG-6883	Tc06v2_t012500.1	89.293	495	53	0	1	495	355	849	1.57E-177	621
WYIG-6883	Tc06v2_t012500.1	93.535	495	32	0	1	495	355	849	0	737
OLXF-6883	Tc06v2_t012500.1	88.485	495	57	0	1	495	355	849	7.34E-171	599
ZSAB-6883	Tc06v2_t012500.1	91.106	461	41	0	1	461	355	815	1.12E-178	625
UMUL-5343	Tc04v2_t024140.1	80.197	712	126	13	25	730	40	742	8.85E-147	520
YKQR-5343	Tc04v2_t024140.1	85.031	481	68	2	1	479	268	746	5.77E-137	486
ZSAB_grafted_with_YKQR-5343	Tc04v2_t024140.1	87.483	735	87	3	1	734	16	746	0	843
OLXF_grafted_with_YKQR-5343	Tc04v2_t024140.1	85.576	721	93	6	1	714	25	741	0	745
HAEU-5398	Tc09v2_t018620.1	87.302	1197	143	6	7	1197	349	1542	0	1360
OLXF_grafted_with_HAEU-5398	Tc09v2_t018620.1	88.934	1482	155	6	7	1482	349	1827	0	1820
WYIG_grafted_with_HAEU-5398	Tc09v2_t018620.1	88.666	1394	155	1	2	1392	149	1542	0	1696
Poptr-v3.0-5772	Tc06v2_t005330.1	86.207	609	84	0	1	609	193	801	0	660
Prupe-v1.0-5772	Tc06v2_t005330.1	83.142	611	100	1	1	611	193	800	2.03E-157	555
ZSAB_grafted_with_Poptr-v3.0-5772	Tc06v2_t005330.1	88.562	612	70	0	1	612	193	804	0	743
ZSAB-6064	Tc03v2_t012070.1	89.506	648	65	1	1	648	184	828	0	817
HAEU-5943	Tc01v2_t014340.1	87.364	1749	218	3	22	1767	766	2514	0	2002
SWOH-5943	Tc01v2_t014340.1	85.384	1341	190	6	1	1338	1177	2514	0	1386
ZSAB_grafted_with_HAEU-5943	Tc01v2_t014340.1	89.708	1749	177	3	22	1767	766	2514	0	2230
OLXF-5531	Tc06v2_t005200.1	86.019	422	58	1	3	423	125	546	1.84E-126	451
OLXF-5531	Tc06v2_t005200.3	86.019	422	58	1	3	423	125	546	1.84E-126	451
OLXF-5531	Tc06v2_t005200.2	86.019	422	58	1	3	423	125	546	1.84E-126	451
WYIG_grafted_with_FYTP-5531	Tc06v2_t005200.1	90.82	305	28	0	1	305	145	449	9.3E-114	409
WYIG_grafted_with_FYTP-5531	Tc06v2_t005200.3	90.82	305	28	0	1	305	145	449	9.3E-114	409
WYIG_grafted_with_FYTP-5531	Tc06v2_t005200.2	90.82	305	28	0	1	305	145	449	9.3E-114	409
ZSAB-5531	Tc06v2_t005200.1	86.811	417	53	2	8	423	131	546	2.37E-130	464
ZSAB-5531	Tc06v2_t005200.3	86.811	417	53	2	8	423	131	546	2.37E-130	464
ZSAB-5531	Tc06v2_t005200.2	86.811	417	53	2	8	423	131	546	2.37E-130	464
Ambtr-6685	Tc05v2_t001760.1	79.558	724	128	16	1	719	80	788	1.19E-140	499
FYTP-6685	Tc05v2_t001760.1	87.91	579	61	1	1	570	70	648	0	673
JTQQ-6685	Tc05v2_t001760.1	87.708	602	72	2	1	601	220	820	0	701
SLYR-6685	Tc05v2_t001760.1	89.189	592	61	3	9	598	233	823	0	736
WYIG-6685	Tc05v2_t001760.1	90.728	755	49	2	1	755	94	827	0	987
OLXF_grafted_with_FYTP-6685	Tc05v2_t001760.1	92.114	634	50	0	1	634	82	715	0	894
ZSAB_grafted_with_JTQQ-6685	Tc05v2_t001760.1	88.243	740	85	2	1	739	82	820	0	883
HQRJ-5791	Tc06v2_t005360.3	85.983	585	82	0	1	585	391	975	4E-179	627
HQRJ-5791	Tc06v2_t005360.1	85.983	585	82	0	1	585	409	993	4E-179	627
UMUL-5791	Tc06v2_t005360.3	80.684	673	128	2	9	680	297	968	2.3E-147	521
UMUL-5791	Tc06v2_t005360.1	80.684	673	128	2	9	680	315	986	2.3E-147	521
WYIG_grafted_with_HQRJ-5791	Tc06v2_t005360.3	90.566	583	55	0	1	583	391	973	0	773
WYIG_grafted_with_HQRJ-5791	Tc06v2_t005360.1	90.566	583	55	0	1	583	409	991	0	773
OLXF_grafted_with_VUSY-6791	Tc05v2_t013050.1	83.261	460	56	10	17	459	49	504	5.7E-112	403
OLXF_grafted_with_VUSY-6791	Tc05v2_t013050.2	87.147	319	38	3	141	459	69	384	1.25E-98	359
ZSAB_grafted_with_VUSY-6791	Tc05v2_t013050.1	82.151	465	55	10	17	462	49	504	4.5E-103	374
ZSAB_grafted_with_VUSY-6791	Tc05v2_t013050.2	85.494	324	37	3	141	462	69	384	9.89E-90	329
SVVG-5620	Tc09v2_t008690.1	85.572	1005	145	0	26	1030	713	1717	0	1053
UZWG-5620	Tc09v2_t008690.1	84.863	1024	153	2	8	1030	695	1717	0	1031
OLXF-5620	Tc09v2_t008690.1	88.661	1023	111	5	9	1027	696	1717	0	1242
ZSAB_grafted_with_UZWG-5620	Tc09v2_t008690.1	86.035	1024	133	6	9	1024	696	1717	0	1090
NUZN-5428	Tc03v2_t021440.2	84.286	420	66	0	1	420	79	498	3.1E-114	411
NUZN-5428	Tc03v2_t021440.4	84.286	420	66	0	1	420	79	498	3.1E-114	411
NUZN-5428	Tc03v2_t021440.3	84.286	420	66	0	1	420	79	498	3.1E-114	411
NUZN-5428	Tc03v2_t021440.1	84.359	390	61	0	31	420	1	390	6.77E-106	383
OLXF_grafted_with_NUZN-5428	Tc03v2_t021440.2	88.987	454	38	4	1	442	79	532	5.14E-157	553
OLXF_grafted_with_NUZN-5428	Tc03v2_t021440.4	88.987	454	38	4	1	442	79	532	5.14E-157	553
OLXF_grafted_with_NUZN-5428	Tc03v2_t021440.3	88.987	454	38	4	1	442	79	532	5.14E-157	553
OLXF_grafted_with_NUZN-5428	Tc03v2_t021440.1	89.623	424	32	4	31	442	1	424	2.41E-150	531
Theca-v1.1-6430	Tc06v2_t009780.1	100	273	0	0	1	273	10	282	8.7E-143	505
Theca-v1.1-6430	Tc06v2_t009780.2	100	273	0	0	1	273	10	282	8.7E-143	505
Theca-v1.1-6430	Tc06v2_t009780.3	100	217	0	0	1	217	10	226	1.17E-111	401
WYIG_grafted_with_Theca-v1.1-6430	Tc06v2_t009780.1	93.382	272	18	0	1	272	10	281	3.27E-112	403
WYIG_grafted_with_Theca-v1.1-6430	Tc06v2_t009780.2	93.382	272	18	0	1	272	10	281	3.27E-112	403
WYIG_grafted_with_Theca-v1.1-6430	Tc06v2_t009780.3	93.088	217	15	0	1	217	10	226	1.22E-86	318
BZDF-6544	Tc06v2_t010430.1	76.894	1333	285	22	21	1340	564	1886	0	734
BZDF-6544	Tc06v2_t010430.2	76.042	960	207	22	21	967	564	1513	1.66E-133	477
GJNX-6544	Tc06v2_t010430.1	75.78	1346	298	21	24	1349	564	1901	0	654
KKDQ-6544	Tc06v2_t010430.1	79.269	2026	344	54	16	1997	772	2765	0	1345
THHD-6544	Tc06v2_t010430.1	83.586	2242	333	23	21	2237	564	2795	0	2069
THHD-6544	Tc06v2_t010430.2	83.117	1155	165	16	1108	2237	1502	2651	0	1026
THHD-6544	Tc06v2_t010430.2	83.595	957	146	11	21	973	564	1513	0	887
ZSAB_grafted_with_THHD-6544	Tc06v2_t010430.1	84.475	2248	296	35	21	2231	564	2795	0	2169
ZSAB_grafted_with_THHD-6544	Tc06v2_t010430.2	84.814	1159	132	22	1108	2231	1502	2651	0	1125
ZSAB_grafted_with_THHD-6544	Tc06v2_t010430.2	83.595	957	146	11	21	973	564	1513	0	887
WYIG_grafted_with_THHD-6544	Tc06v2_t010430.1	84.783	2254	308	29	21	2261	564	2795	0	2230
WYIG_grafted_with_THHD-6544	Tc06v2_t010430.2	85.408	1165	144	19	1108	2261	1502	2651	0	1186
WYIG_grafted_with_THHD-6544	Tc06v2_t010430.2	83.595	957	146	11	21	973	564	1513	0	887
OLXF_grafted_with_THHD-6544	Tc06v2_t010430.1	84.622	2250	313	27	21	2255	564	2795	0	2207
OLXF_grafted_with_THHD-6544	Tc06v2_t010430.2	85.112	1162	147	19	1108	2255	1502	2651	0	1164
OLXF_grafted_with_THHD-6544	Tc06v2_t010430.2	83.595	957	146	11	21	973	564	1513	0	887
THHD-5333	Tc10v2_t003850.1	83.859	1933	292	8	13	1926	1567	3498	0	1823
VUSY-5333	Tc10v2_t003850.1	78.254	2028	391	37	7	1997	1459	3473	0	1256
ZSAB_grafted_with_THHD-5333	Tc10v2_t003850.1	84.997	1933	270	8	13	1926	1567	3498	0	1945
WYIG_grafted_with_THHD-5333	Tc10v2_t003850.1	87.558	2363	284	8	13	2367	1567	3927	0	2726
